court,category,count,type,region,year,female_combined,male_combined,total_combined
Нарынский р/суд,son,0.0,victim,,2022,,,
Таласский г/суд,son,1.0,victim,,2022,,,
Таласский р/суд,son,0.0,victim,,2022,,,
Бакай-Атинский р/суд,son,0.0,victim,,2022,,,
Айтматовский р/суд,son,1.0,victim,,2022,,,
Манасский р/суд,son,2.0,victim,,2022,,,
Кадамжайский р/суд,son,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,son,0.0,victim,,2022,,,
Лейлекский р/суд,son,0.0,victim,,2022,,,
Баткенский р/суд,son,0.0,victim,,2022,,,
Сулюктинский р/суд,son,0.0,victim,,2022,,,
Итого ,son,33.0,victim,,2022,,,
Свердловский р/суд,daughter,6.0,victim,,2022,,,
Аламудунский р/суд,daughter,1.0,victim,,2022,,,
Сокулукский р/суд,daughter,2.0,victim,,2022,,,
Жайылский р/суд,daughter,0.0,victim,,2022,,,
Чуйский р/суд,daughter,0.0,victim,,2022,,,
Московский р/суд,daughter,1.0,victim,,2022,,,
Иссык-Атинский р/суд,daughter,2.0,victim,,2022,,,
Кеминский р/суд,daughter,1.0,victim,,2022,,,
Панфиловский р/суд,daughter,0.0,victim,,2022,,,
Токмокский г/суд,daughter,0.0,victim,,2022,,,
Ак-Сууйский р/суд,daughter,0.0,victim,,2022,,,
Иссык-Кульский р/суд,daughter,2.0,victim,,2022,,,
Жети-Огузский р/суд,daughter,0.0,victim,,2022,,,
Каракольский г/суд,daughter,0.0,victim,,2022,,,
Балыкчинский г/суд,daughter,3.0,victim,,2022,,,
Тонский р/суд,daughter,0.0,victim,,2022,,,
Тюпский р/суд,daughter,0.0,victim,,2022,,,
Ошский г/суд,daughter,3.0,victim,,2022,,,
Кара-Сууйский р/суд,daughter,0.0,victim,,2022,,,
Узгенский р/суд,daughter,0.0,victim,,2022,,,
Ноокатский р/суд,daughter,1.0,victim,,2022,,,
Араванский р/суд,daughter,0.0,victim,,2022,,,
Алайский р/суд,daughter,0.0,victim,,2022,,,
Чон-Алайский р/суд,daughter,0.0,victim,,2022,,,
Жалал-Абадский г/суд,daughter,0.0,victim,,2022,,,
Сузакский р/суд,daughter,0.0,victim,,2022,,,
Ноокенский р/суд,daughter,1.0,victim,,2022,,,
Токтогульский р/суд,daughter,0.0,victim,,2022,,,
Базаркоргонский р/суд,daughter,1.0,victim,,2022,,,
Ташкумырский г/суд,daughter,0.0,victim,,2022,,,
Аксыйский р/суд,daughter,0.0,victim,,2022,,,
Майлуусуйский г/суд,daughter,0.0,victim,,2022,,,
Чаткальский р/суд,daughter,0.0,victim,,2022,,,
Кара-Кульский г/суд,daughter,1.0,victim,,2022,,,
Тогу-Тороузский р/суд,daughter,0.0,victim,,2022,,,
Ала-Букинский р/суд,daughter,0.0,victim,,2022,,,
Нарынский г/суд,daughter,3.0,victim,,2022,,,
Кочкорский р/суд,daughter,4.0,victim,,2022,,,
Жумгальский р/суд,daughter,2.0,victim,,2022,,,
Ат-Башинский р/суд,daughter,0.0,victim,,2022,,,
Акталинский р/суд,daughter,0.0,victim,,2022,,,
Нарынский р/суд,daughter,1.0,victim,,2022,,,
Таласский г/суд,daughter,3.0,victim,,2022,,,
Таласский р/суд,daughter,3.0,victim,,2022,,,
Бакай-Атинский р/суд,daughter,0.0,victim,,2022,,,
Айтматовский р/суд,daughter,0.0,victim,,2022,,,
Манасский р/суд,daughter,0.0,victim,,2022,,,
Кадамжайский р/суд,daughter,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,daughter,1.0,victim,,2022,,,
Лейлекский р/суд,daughter,0.0,victim,,2022,,,
Баткенский р/суд,daughter,0.0,victim,,2022,,,
Сулюктинский р/суд,daughter,0.0,victim,,2022,,,
Итого ,daughter,56.0,victim,,2022,,,
Свердловский р/суд,other_relative,43.0,victim,,2022,,,
Аламудунский р/суд,other_relative,1.0,victim,,2022,,,
Сокулукский р/суд,other_relative,8.0,victim,,2022,,,
Жайылский р/суд,other_relative,5.0,victim,,2022,,,
Чуйский р/суд,other_relative,0.0,victim,,2022,,,
Московский р/суд,other_relative,1.0,victim,,2022,,,
Иссык-Атинский р/суд,other_relative,0.0,victim,,2022,,,
Кеминский р/суд,other_relative,1.0,victim,,2022,,,
Панфиловский р/суд,other_relative,3.0,victim,,2022,,,
Токмокский г/суд,other_relative,0.0,victim,,2022,,,
Ак-Сууйский р/суд,other_relative,1.0,victim,,2022,,,
Иссык-Кульский р/суд,other_relative,8.0,victim,,2022,,,
Жети-Огузский р/суд,other_relative,3.0,victim,,2022,,,
Каракольский г/суд,other_relative,3.0,victim,,2022,,,
Балыкчинский г/суд,other_relative,6.0,victim,,2022,,,
Тонский р/суд,other_relative,3.0,victim,,2022,,,
Тюпский р/суд,other_relative,3.0,victim,,2022,,,
Ошский г/суд,other_relative,2.0,victim,,2022,,,
Кара-Сууйский р/суд,other_relative,5.0,victim,,2022,,,
Узгенский р/суд,other_relative,2.0,victim,,2022,,,
Ноокатский р/суд,other_relative,0.0,victim,,2022,,,
Араванский р/суд,other_relative,0.0,victim,,2022,,,
Алайский р/суд,other_relative,0.0,victim,,2022,,,
Чон-Алайский р/суд,other_relative,1.0,victim,,2022,,,
Жалал-Абадский г/суд,other_relative,2.0,victim,,2022,,,
Сузакский р/суд,other_relative,1.0,victim,,2022,,,
Ноокенский р/суд,other_relative,5.0,victim,,2022,,,
Токтогульский р/суд,other_relative,1.0,victim,,2022,,,
Базаркоргонский р/суд,other_relative,0.0,victim,,2022,,,
Ташкумырский г/суд,other_relative,0.0,victim,,2022,,,
Аксыйский р/суд,other_relative,0.0,victim,,2022,,,
Майлуусуйский г/суд,other_relative,0.0,victim,,2022,,,
Чаткальский р/суд,other_relative,0.0,victim,,2022,,,
Кара-Кульский г/суд,other_relative,1.0,victim,,2022,,,
Тогу-Тороузский р/суд,other_relative,0.0,victim,,2022,,,
Ала-Букинский р/суд,other_relative,1.0,victim,,2022,,,
Нарынский г/суд,other_relative,6.0,victim,,2022,,,
Кочкорский р/суд,other_relative,12.0,victim,,2022,,,
Жумгальский р/суд,other_relative,7.0,victim,,2022,,,
Ат-Башинский р/суд,other_relative,1.0,victim,,2022,,,
Акталинский р/суд,other_relative,2.0,victim,,2022,,,
Нарынский р/суд,other_relative,0.0,victim,,2022,,,
Таласский г/суд,other_relative,1.0,victim,,2022,,,
Таласский р/суд,other_relative,6.0,victim,,2022,,,
Бакай-Атинский р/суд,other_relative,1.0,victim,,2022,,,
Айтматовский р/суд,other_relative,3.0,victim,,2022,,,
Манасский р/суд,other_relative,3.0,victim,,2022,,,
Кадамжайский р/суд,other_relative,1.0,victim,,2022,,,
Кызыл-Кийский р/суд,other_relative,2.0,victim,,2022,,,
Лейлекский р/суд,other_relative,0.0,victim,,2022,,,
Баткенский р/суд,other_relative,0.0,victim,,2022,,,
Сулюктинский р/суд,other_relative,0.0,victim,,2022,,,
Итого ,other_relative,233.0,victim,,2022,,,
Свердловский р/суд,group,0.0,victim,,2022,,,
Аламудунский р/суд,group,0.0,victim,,2022,,,
Сокулукский р/суд,group,0.0,victim,,2022,,,
Жайылский р/суд,group,0.0,victim,,2022,,,
Чуйский р/суд,group,0.0,victim,,2022,,,
Московский р/суд,group,0.0,victim,,2022,,,
Иссык-Атинский р/суд,group,0.0,victim,,2022,,,
Кеминский р/суд,group,0.0,victim,,2022,,,
Панфиловский р/суд,group,0.0,victim,,2022,,,
Токмокский г/суд,group,0.0,victim,,2022,,,
Ак-Сууйский р/суд,group,0.0,victim,,2022,,,
Иссык-Кульский р/суд,group,0.0,victim,,2022,,,
Жети-Огузский р/суд,group,0.0,victim,,2022,,,
Каракольский г/суд,group,0.0,victim,,2022,,,
Балыкчинский г/суд,group,0.0,victim,,2022,,,
Тонский р/суд,group,0.0,victim,,2022,,,
Тюпский р/суд,group,0.0,victim,,2022,,,
Ошский г/суд,group,0.0,victim,,2022,,,
Кара-Сууйский р/суд,group,0.0,victim,,2022,,,
Узгенский р/суд,group,0.0,victim,,2022,,,
Ноокатский р/суд,group,0.0,victim,,2022,,,
Араванский р/суд,group,0.0,victim,,2022,,,
Алайский р/суд,group,0.0,victim,,2022,,,
Чон-Алайский р/суд,group,0.0,victim,,2022,,,
Жалал-Абадский г/суд,group,0.0,victim,,2022,,,
Сузакский р/суд,group,0.0,victim,,2022,,,
Ноокенский р/суд,group,0.0,victim,,2022,,,
Токтогульский р/суд,group,0.0,victim,,2022,,,
Базаркоргонский р/суд,group,0.0,victim,,2022,,,
Ташкумырский г/суд,group,0.0,victim,,2022,,,
Аксыйский р/суд,group,0.0,victim,,2022,,,
Майлуусуйский г/суд,group,0.0,victim,,2022,,,
Чаткальский р/суд,group,0.0,victim,,2022,,,
Кара-Кульский г/суд,group,2.0,victim,,2022,,,
Тогу-Тороузский р/суд,group,0.0,victim,,2022,,,
Ала-Букинский р/суд,group,0.0,victim,,2022,,,
Нарынский г/суд,group,0.0,victim,,2022,,,
Кочкорский р/суд,group,0.0,victim,,2022,,,
Жумгальский р/суд,group,0.0,victim,,2022,,,
Ат-Башинский р/суд,group,0.0,victim,,2022,,,
Акталинский р/суд,group,0.0,victim,,2022,,,
Нарынский р/суд,group,0.0,victim,,2022,,,
Таласский г/суд,group,0.0,victim,,2022,,,
Таласский р/суд,group,0.0,victim,,2022,,,
Бакай-Атинский р/суд,group,0.0,victim,,2022,,,
Айтматовский р/суд,group,0.0,victim,,2022,,,
Манасский р/суд,group,0.0,victim,,2022,,,
Кадамжайский р/суд,group,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,group,0.0,victim,,2022,,,
Лейлекский р/суд,group,0.0,victim,,2022,,,
Баткенский р/суд,group,0.0,victim,,2022,,,
Сулюктинский р/суд,group,0.0,victim,,2022,,,
Итого ,group,2.0,victim,,2022,,,
Свердловский р/суд,alone,376.0,victim,,2022,,,
Аламудунский р/суд,alone,45.0,victim,,2022,,,
Сокулукский р/суд,alone,79.0,victim,,2022,,,
Жайылский р/суд,alone,70.0,victim,,2022,,,
Чуйский р/суд,alone,29.0,victim,,2022,,,
Московский р/суд,alone,63.0,victim,,2022,,,
Иссык-Атинский р/суд,alone,107.0,victim,,2022,,,
Кеминский р/суд,alone,51.0,victim,,2022,,,
Панфиловский р/суд,alone,44.0,victim,,2022,,,
Токмокский г/суд,alone,28.0,victim,,2022,,,
Ак-Сууйский р/суд,alone,24.0,victim,,2022,,,
Иссык-Кульский р/суд,alone,108.0,victim,,2022,,,
Жети-Огузский р/суд,alone,77.0,victim,,2022,,,
Каракольский г/суд,alone,68.0,victim,,2022,,,
Балыкчинский г/суд,alone,72.0,victim,,2022,,,
Тонский р/суд,alone,39.0,victim,,2022,,,
Тюпский р/суд,alone,75.0,victim,,2022,,,
Ошский г/суд,alone,112.0,victim,,2022,,,
Кара-Сууйский р/суд,alone,55.0,victim,,2022,,,
Узгенский р/суд,alone,13.0,victim,,2022,,,
Ноокатский р/суд,alone,39.0,victim,,2022,,,
Араванский р/суд,alone,1.0,victim,,2022,,,
Алайский р/суд,alone,6.0,victim,,2022,,,
Чон-Алайский р/суд,alone,9.0,victim,,2022,,,
Жалал-Абадский г/суд,alone,17.0,victim,,2022,,,
Сузакский р/суд,alone,21.0,victim,,2022,,,
Ноокенский р/суд,alone,20.0,victim,,2022,,,
Токтогульский р/суд,alone,24.0,victim,,2022,,,
Базаркоргонский р/суд,alone,22.0,victim,,2022,,,
Ташкумырский г/суд,alone,9.0,victim,,2022,,,
Аксыйский р/суд,alone,3.0,victim,,2022,,,
Майлуусуйский г/суд,alone,13.0,victim,,2022,,,
Чаткальский р/суд,alone,2.0,victim,,2022,,,
Кара-Кульский г/суд,alone,19.0,victim,,2022,,,
Тогу-Тороузский р/суд,alone,21.0,victim,,2022,,,
Ала-Букинский р/суд,alone,15.0,victim,,2022,,,
Нарынский г/суд,alone,67.0,victim,,2022,,,
Кочкорский р/суд,alone,98.0,victim,,2022,,,
Жумгальский р/суд,alone,56.0,victim,,2022,,,
Ат-Башинский р/суд,alone,50.0,victim,,2022,,,
Акталинский р/суд,alone,28.0,victim,,2022,,,
Нарынский р/суд,alone,31.0,victim,,2022,,,
Таласский г/суд,alone,49.0,victim,,2022,,,
Таласский р/суд,alone,38.0,victim,,2022,,,
Бакай-Атинский р/суд,alone,37.0,victim,,2022,,,
Айтматовский р/суд,alone,47.0,victim,,2022,,,
Манасский р/суд,alone,37.0,victim,,2022,,,
Кадамжайский р/суд,alone,51.0,victim,,2022,,,
Кызыл-Кийский р/суд,alone,31.0,victim,,2022,,,
Лейлекский р/суд,alone,36.0,victim,,2022,,,
Баткенский р/суд,alone,48.0,victim,,2022,,,
Сулюктинский р/суд,alone,21.0,victim,,2022,,,
Итого ,alone,3813.0,victim,,2022,,,
Свердловский р/суд,alcohol,94.0,victim,,2022,,,
Аламудунский р/суд,alcohol,38.0,victim,,2022,,,
Сокулукский р/суд,alcohol,61.0,victim,,2022,,,
Жайылский р/суд,alcohol,70.0,victim,,2022,,,
Чуйский р/суд,alcohol,0.0,victim,,2022,,,
Московский р/суд,alcohol,63.0,victim,,2022,,,
Иссык-Атинский р/суд,alcohol,107.0,victim,,2022,,,
Кеминский р/суд,alcohol,51.0,victim,,2022,,,
Панфиловский р/суд,alcohol,0.0,victim,,2022,,,
Токмокский г/суд,alcohol,14.0,victim,,2022,,,
Ак-Сууйский р/суд,alcohol,24.0,victim,,2022,,,
Иссык-Кульский р/суд,alcohol,47.0,victim,,2022,,,
Жети-Огузский р/суд,alcohol,62.0,victim,,2022,,,
Каракольский г/суд,alcohol,0.0,victim,,2022,,,
Балыкчинский г/суд,alcohol,17.0,victim,,2022,,,
Тонский р/суд,alcohol,39.0,victim,,2022,,,
Тюпский р/суд,alcohol,75.0,victim,,2022,,,
Ошский г/суд,alcohol,43.0,victim,,2022,,,
Кара-Сууйский р/суд,alcohol,25.0,victim,,2022,,,
Узгенский р/суд,alcohol,0.0,victim,,2022,,,
Ноокатский р/суд,alcohol,3.0,victim,,2022,,,
Араванский р/суд,alcohol,0.0,victim,,2022,,,
Алайский р/суд,alcohol,6.0,victim,,2022,,,
Чон-Алайский р/суд,alcohol,0.0,victim,,2022,,,
Жалал-Абадский г/суд,alcohol,3.0,victim,,2022,,,
Сузакский р/суд,alcohol,0.0,victim,,2022,,,
Ноокенский р/суд,alcohol,9.0,victim,,2022,,,
Токтогульский р/суд,alcohol,0.0,victim,,2022,,,
Базаркоргонский р/суд,alcohol,0.0,victim,,2022,,,
Ташкумырский г/суд,alcohol,0.0,victim,,2022,,,
Аксыйский р/суд,alcohol,0.0,victim,,2022,,,
Майлуусуйский г/суд,alcohol,0.0,victim,,2022,,,
Чаткальский р/суд,alcohol,0.0,victim,,2022,,,
Кара-Кульский г/суд,alcohol,2.0,victim,,2022,,,
Тогу-Тороузский р/суд,alcohol,21.0,victim,,2022,,,
Ала-Букинский р/суд,alcohol,5.0,victim,,2022,,,
Нарынский г/суд,alcohol,60.0,victim,,2022,,,
Кочкорский р/суд,alcohol,69.0,victim,,2022,,,
Жумгальский р/суд,alcohol,0.0,victim,,2022,,,
Ат-Башинский р/суд,alcohol,28.0,victim,,2022,,,
Акталинский р/суд,alcohol,20.0,victim,,2022,,,
Нарынский р/суд,alcohol,28.0,victim,,2022,,,
Таласский г/суд,alcohol,30.0,victim,,2022,,,
Таласский р/суд,alcohol,21.0,victim,,2022,,,
Бакай-Атинский р/суд,alcohol,6.0,victim,,2022,,,
Айтматовский р/суд,alcohol,20.0,victim,,2022,,,
Манасский р/суд,alcohol,35.0,victim,,2022,,,
Кадамжайский р/суд,alcohol,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,alcohol,2.0,victim,,2022,,,
Лейлекский р/суд,alcohol,0.0,victim,,2022,,,
Баткенский р/суд,alcohol,20.0,victim,,2022,,,
Сулюктинский р/суд,alcohol,11.0,victim,,2022,,,
Итого ,alcohol,2234.0,victim,,2022,,,
Свердловский р/суд,narcotic,0.0,victim,,2022,,,
Аламудунский р/суд,narcotic,0.0,victim,,2022,,,
Сокулукский р/суд,narcotic,0.0,victim,,2022,,,
Жайылский р/суд,narcotic,0.0,victim,,2022,,,
Чуйский р/суд,narcotic,0.0,victim,,2022,,,
Московский р/суд,narcotic,0.0,victim,,2022,,,
Иссык-Атинский р/суд,narcotic,0.0,victim,,2022,,,
Кеминский р/суд,narcotic,0.0,victim,,2022,,,
Панфиловский р/суд,narcotic,0.0,victim,,2022,,,
Токмокский г/суд,narcotic,0.0,victim,,2022,,,
Ак-Сууйский р/суд,narcotic,0.0,victim,,2022,,,
Иссык-Кульский р/суд,narcotic,0.0,victim,,2022,,,
Жети-Огузский р/суд,narcotic,0.0,victim,,2022,,,
Каракольский г/суд,narcotic,0.0,victim,,2022,,,
Балыкчинский г/суд,narcotic,0.0,victim,,2022,,,
Тонский р/суд,narcotic,0.0,victim,,2022,,,
Тюпский р/суд,narcotic,0.0,victim,,2022,,,
Ошский г/суд,narcotic,0.0,victim,,2022,,,
Кара-Сууйский р/суд,narcotic,0.0,victim,,2022,,,
Узгенский р/суд,narcotic,0.0,victim,,2022,,,
Ноокатский р/суд,narcotic,0.0,victim,,2022,,,
Араванский р/суд,narcotic,0.0,victim,,2022,,,
Алайский р/суд,narcotic,0.0,victim,,2022,,,
Чон-Алайский р/суд,narcotic,0.0,victim,,2022,,,
Жалал-Абадский г/суд,narcotic,0.0,victim,,2022,,,
Сузакский р/суд,narcotic,0.0,victim,,2022,,,
Ноокенский р/суд,narcotic,0.0,victim,,2022,,,
Токтогульский р/суд,narcotic,0.0,victim,,2022,,,
Базаркоргонский р/суд,narcotic,0.0,victim,,2022,,,
Ташкумырский г/суд,narcotic,0.0,victim,,2022,,,
Аксыйский р/суд,narcotic,0.0,victim,,2022,,,
Майлуусуйский г/суд,narcotic,0.0,victim,,2022,,,
Чаткальский р/суд,narcotic,0.0,victim,,2022,,,
Кара-Кульский г/суд,narcotic,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,narcotic,0.0,victim,,2022,,,
Ала-Букинский р/суд,narcotic,0.0,victim,,2022,,,
Нарынский г/суд,narcotic,0.0,victim,,2022,,,
Кочкорский р/суд,narcotic,0.0,victim,,2022,,,
Жумгальский р/суд,narcotic,0.0,victim,,2022,,,
Ат-Башинский р/суд,narcotic,0.0,victim,,2022,,,
Акталинский р/суд,narcotic,0.0,victim,,2022,,,
Нарынский р/суд,narcotic,0.0,victim,,2022,,,
Таласский г/суд,narcotic,0.0,victim,,2022,,,
Таласский р/суд,narcotic,0.0,victim,,2022,,,
Бакай-Атинский р/суд,narcotic,0.0,victim,,2022,,,
Айтматовский р/суд,narcotic,0.0,victim,,2022,,,
Манасский р/суд,narcotic,0.0,victim,,2022,,,
Кадамжайский р/суд,narcotic,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,narcotic,0.0,victim,,2022,,,
Лейлекский р/суд,narcotic,0.0,victim,,2022,,,
Баткенский р/суд,narcotic,0.0,victim,,2022,,,
Сулюктинский р/суд,narcotic,0.0,victim,,2022,,,
Итого ,narcotic,2.0,victim,,2022,,,
Свердловский р/суд,toxic,0.0,victim,,2022,,,
Аламудунский р/суд,toxic,0.0,victim,,2022,,,
Сокулукский р/суд,toxic,0.0,victim,,2022,,,
Жайылский р/суд,toxic,0.0,victim,,2022,,,
Чуйский р/суд,toxic,0.0,victim,,2022,,,
Московский р/суд,toxic,0.0,victim,,2022,,,
Иссык-Атинский р/суд,toxic,0.0,victim,,2022,,,
Кеминский р/суд,toxic,0.0,victim,,2022,,,
Панфиловский р/суд,toxic,0.0,victim,,2022,,,
Токмокский г/суд,toxic,0.0,victim,,2022,,,
Ак-Сууйский р/суд,toxic,0.0,victim,,2022,,,
Иссык-Кульский р/суд,toxic,0.0,victim,,2022,,,
Жети-Огузский р/суд,toxic,0.0,victim,,2022,,,
Каракольский г/суд,toxic,0.0,victim,,2022,,,
Балыкчинский г/суд,toxic,0.0,victim,,2022,,,
Тонский р/суд,toxic,0.0,victim,,2022,,,
Тюпский р/суд,toxic,0.0,victim,,2022,,,
Ошский г/суд,toxic,0.0,victim,,2022,,,
Кара-Сууйский р/суд,toxic,0.0,victim,,2022,,,
Узгенский р/суд,toxic,0.0,victim,,2022,,,
Ноокатский р/суд,toxic,0.0,victim,,2022,,,
Араванский р/суд,toxic,0.0,victim,,2022,,,
Алайский р/суд,toxic,0.0,victim,,2022,,,
Чон-Алайский р/суд,toxic,0.0,victim,,2022,,,
Жалал-Абадский г/суд,toxic,0.0,victim,,2022,,,
Сузакский р/суд,toxic,0.0,victim,,2022,,,
Ноокенский р/суд,toxic,0.0,victim,,2022,,,
Токтогульский р/суд,toxic,0.0,victim,,2022,,,
Базаркоргонский р/суд,toxic,0.0,victim,,2022,,,
Ташкумырский г/суд,toxic,0.0,victim,,2022,,,
Аксыйский р/суд,toxic,0.0,victim,,2022,,,
Майлуусуйский г/суд,toxic,0.0,victim,,2022,,,
Чаткальский р/суд,toxic,0.0,victim,,2022,,,
Кара-Кульский г/суд,toxic,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,toxic,0.0,victim,,2022,,,
Ала-Букинский р/суд,toxic,0.0,victim,,2022,,,
Нарынский г/суд,toxic,0.0,victim,,2022,,,
Кочкорский р/суд,toxic,0.0,victim,,2022,,,
Жумгальский р/суд,toxic,0.0,victim,,2022,,,
Ат-Башинский р/суд,toxic,0.0,victim,,2022,,,
Акталинский р/суд,toxic,0.0,victim,,2022,,,
Нарынский р/суд,toxic,0.0,victim,,2022,,,
Таласский г/суд,toxic,0.0,victim,,2022,,,
Таласский р/суд,toxic,0.0,victim,,2022,,,
Бакай-Атинский р/суд,toxic,0.0,victim,,2022,,,
Айтматовский р/суд,toxic,0.0,victim,,2022,,,
Манасский р/суд,toxic,0.0,victim,,2022,,,
Кадамжайский р/суд,toxic,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,toxic,0.0,victim,,2022,,,
Лейлекский р/суд,toxic,0.0,victim,,2022,,,
Баткенский р/суд,toxic,0.0,victim,,2022,,,
Сулюктинский р/суд,toxic,0.0,victim,,2022,,,
Итого ,toxic,0.0,victim,,2022,,,
Свердловский р/суд,domestic,224.0,victim,,2022,,,
Аламудунский р/суд,domestic,7.0,victim,,2022,,,
Сокулукский р/суд,domestic,28.0,victim,,2022,,,
Жайылский р/суд,domestic,0.0,victim,,2022,,,
Чуйский р/суд,domestic,29.0,victim,,2022,,,
Московский р/суд,domestic,63.0,victim,,2022,,,
Иссык-Атинский р/суд,domestic,107.0,victim,,2022,,,
Кеминский р/суд,domestic,51.0,victim,,2022,,,
Панфиловский р/суд,domestic,44.0,victim,,2022,,,
Токмокский г/суд,domestic,14.0,victim,,2022,,,
Ак-Сууйский р/суд,domestic,24.0,victim,,2022,,,
Иссык-Кульский р/суд,domestic,61.0,victim,,2022,,,
Жети-Огузский р/суд,domestic,77.0,victim,,2022,,,
Каракольский г/суд,domestic,0.0,victim,,2022,,,
Балыкчинский г/суд,domestic,55.0,victim,,2022,,,
Тонский р/суд,domestic,39.0,victim,,2022,,,
Тюпский р/суд,domestic,75.0,victim,,2022,,,
Ошский г/суд,domestic,69.0,victim,,2022,,,
Кара-Сууйский р/суд,domestic,30.0,victim,,2022,,,
Узгенский р/суд,domestic,0.0,victim,,2022,,,
Ноокатский р/суд,domestic,36.0,victim,,2022,,,
Араванский р/суд,domestic,1.0,victim,,2022,,,
Алайский р/суд,domestic,5.0,victim,,2022,,,
Чон-Алайский р/суд,domestic,9.0,victim,,2022,,,
Жалал-Абадский г/суд,domestic,17.0,victim,,2022,,,
Сузакский р/суд,domestic,0.0,victim,,2022,,,
Ноокенский р/суд,domestic,11.0,victim,,2022,,,
Токтогульский р/суд,domestic,24.0,victim,,2022,,,
Базаркоргонский р/суд,domestic,22.0,victim,,2022,,,
Ташкумырский г/суд,domestic,9.0,victim,,2022,,,
Аксыйский р/суд,domestic,0.0,victim,,2022,,,
Майлуусуйский г/суд,domestic,13.0,victim,,2022,,,
Чаткальский р/суд,domestic,2.0,victim,,2022,,,
Кара-Кульский г/суд,domestic,9.0,victim,,2022,,,
Тогу-Тороузский р/суд,domestic,0.0,victim,,2022,,,
Ала-Букинский р/суд,domestic,10.0,victim,,2022,,,
Нарынский г/суд,domestic,67.0,victim,,2022,,,
Кочкорский р/суд,domestic,98.0,victim,,2022,,,
Жумгальский р/суд,domestic,0.0,victim,,2022,,,
Ат-Башинский р/суд,domestic,50.0,victim,,2022,,,
Акталинский р/суд,domestic,28.0,victim,,2022,,,
Нарынский р/суд,domestic,3.0,victim,,2022,,,
Таласский г/суд,domestic,49.0,victim,,2022,,,
Таласский р/суд,domestic,17.0,victim,,2022,,,
Бакай-Атинский р/суд,domestic,31.0,victim,,2022,,,
Айтматовский р/суд,domestic,27.0,victim,,2022,,,
Манасский р/суд,domestic,37.0,victim,,2022,,,
Кадамжайский р/суд,domestic,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,domestic,31.0,victim,,2022,,,
Лейлекский р/суд,domestic,36.0,victim,,2022,,,
Баткенский р/суд,domestic,19.0,victim,,2022,,,
Сулюктинский р/суд,domestic,10.0,victim,,2022,,,
Итого ,domestic,2980.0,victim,,2022,,,
,total_perpetrators,1178.0,perpetrator,,2022,,,
,total_perpetrators,742.0,perpetrator,,2022,,,
,total_perpetrators,241.0,perpetrator,,2022,,,
,total_perpetrators,230.0,perpetrator,,2022,,,
,total_perpetrators,325.0,perpetrator,,2022,,,
,total_perpetrators,139.0,perpetrator,,2022,,,
,total_perpetrators,164.0,perpetrator,,2022,,,
,total_perpetrators,82.0,perpetrator,,2022,,,
,physical,841.0,perpetrator,,2022,,,
,physical,604.0,perpetrator,,2022,,,
,physical,193.0,perpetrator,,2022,,,
,physical,209.0,perpetrator,,2022,,,
,physical,287.0,perpetrator,,2022,,,
,physical,137.0,perpetrator,,2022,,,
,physical,131.0,perpetrator,,2022,,,
,physical,78.0,perpetrator,,2022,,,
,psychological,105.0,perpetrator,,2022,,,
,psychological,134.0,perpetrator,,2022,,,
,psychological,11.0,perpetrator,,2022,,,
,psychological,18.0,perpetrator,,2022,,,
,psychological,38.0,perpetrator,,2022,,,
,psychological,1.0,perpetrator,,2022,,,
,psychological,33.0,perpetrator,,2022,,,
,psychological,4.0,perpetrator,,2022,,,
,sexual,1.0,perpetrator,,2022,,,
,sexual,4.0,perpetrator,,2022,,,
,sexual,,perpetrator,,2022,,,
,other,231.0,perpetrator,,2022,,,
,other,,perpetrator,,2022,,,
,other,36.0,perpetrator,,2022,,,
,other,2.0,perpetrator,,2022,,,
,male,1125.0,perpetrator,,2022,,,
,male,685.0,perpetrator,,2022,,,
,male,226.0,perpetrator,,2022,,,
,male,220.0,perpetrator,,2022,,,
,male,310.0,perpetrator,,2022,,,
,male,134.0,perpetrator,,2022,,,
,male,157.0,perpetrator,,2022,,,
,male,79.0,perpetrator,,2022,,,
,female,53.0,perpetrator,,2022,,,
,female,57.0,perpetrator,,2022,,,
,female,15.0,perpetrator,,2022,,,
,female,10.0,perpetrator,,2022,,,
,female,5.0,perpetrator,,2022,,,
,female,7.0,perpetrator,,2022,,,
,female,3.0,perpetrator,,2022,,,
,boy,,perpetrator,,2022,,,
,boy,1.0,perpetrator,,2022,,,
,girl,,perpetrator,,2022,,,
,girl,1.0,perpetrator,,2022,,,
,age_14_18,,perpetrator,,2022,,,
,age_14_18,2.0,perpetrator,,2022,,,
,age_14_18,1.0,perpetrator,,2022,,,
,age_18_35,529.0,perpetrator,,2022,,,
,age_18_35,204.0,perpetrator,,2022,,,
,age_18_35,90.0,perpetrator,,2022,,,
,age_18_35,69.0,perpetrator,,2022,,,
,age_18_35,74.0,perpetrator,,2022,,,
,age_18_35,22.0,perpetrator,,2022,,,
